Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Amazon acquired UpNext in 2012,UpNext,Amazon,2012,2/07/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/271a05508ee233824c57935b6f4bdf85,Amazon reportedly acquires UpNext 3D map wars begin in earnest (update: value might vary),http://www.engadget.com/2012/07/02/amazon-reportedly-acquires-upnext-for-3d-maps/
Amazon acquired Without A Box in 2008,Without A Box,Amazon,2008,18/01/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5b48dbc5c320116c2970190a14078492,Amazon acquired Without A Box,http://www.emii.com/article.aspx?ArticleID=1854808
Amazon acquired Woot in 2010,Woot,Amazon,2010,30/06/2010,"$110,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b678852fe10bb9474ffc8c22a226e080,Woot's Deal Of The Day: Woot! — Amazon Buys It. Price? $110 Million | TechCrunch,http://techcrunch.com/2010/06/30/woot-amazon/
Amazon acquired Yap in 2011,Yap,Amazon,2011,8/09/2011,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/edb0d944e0a73d040025e44a0d14ecbc,Amazon Has Acquired Yap the Closest Thing to a Siri Clone It Can Find,http://allthingsd.com/20111109/amazon-has-acquired-yap-the-closest-thing-to-a-siri-clone-it-can-find/
Amazon acquired Zappos in 2009,Zappos,Amazon,2009,22/07/2009,"$1,200,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/69bc6f55f4fdbe04a706560068a01ae3,"Amazon Buys Zappos, The Price is $928m. not $847m. | TechCrunch",http://techcrunch.com/2009/07/22/amazon-buys-zappos/
Apple acquired AlgoTrim in 2013,AlgoTrim,Apple,2013,28/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d1ef5107a1eb882dd6b1e7f49371a1ba,Apple Acquires Swedish Firm AlgoTrim A Company That Does Mobile Media And Data Compression | TechCrunch,http://techcrunch.com/2013/08/28/apple-reportedly-acquires-swedish-firm-algotrim-a-company-that-does-mobile-media-and-data-compression/
Apple acquired Anobit Technologies in 2011,Anobit Technologies,Apple,2011,13/12/2011,"$450,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2facf1d482fa7e98dd99174024e0d9e1,Apple Reportedly Buying Flash Memory Company Anobit For $400 Million – $500 Million | TechCrunch,http://techcrunch.com/2011/12/13/apple-reportedly-buying-flash-memory-company-anobit-for-400-million-500-million/
Apple acquired AuthenTec in 2012,AuthenTec,Apple,2012,27/07/2012,"$356,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6dc4443153503788207cebff8542f4db,Apple eyes security buys fingerprint sensor company AuthenTec for $356M,http://venturebeat.com/2012/07/27/apple-buys-authentec-356m/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29
Apple acquired Beats Electronics in 2014,Beats Electronics,Apple,2014,28/05/2014,"$3,000,000,000",Complete,"Cash, Stock",http://www.crunchbase.com/acquisition/df61631e6716f46ea7667bef7806855e,"Apple formally takes ownership of 13 percent of Beats from Vivendi/Universal Music Group, Apple Officially Welcomes Beats As It Gets U.S. Regulatory Approval For The Deal | TechCrunch, Apple Buys Beats Electronics For $3B | TechCrunch","http://9to5mac.com/2014/08/01/apple-formally-takes-ownership-of-13-percent-of-beats-from-vivendiuniversal-music-group/, http://techcrunch.com/2014/08/01/apple-officially-welcomes-beats-as-it-completes-404m-purchase-of-vivendiuniversal-shares/, http://techcrunch.com/2014/05/28/apple-buys-beats-electronics-for-3b/?ncid=rss&utm_source=dlvr.it&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29"
Apple acquired Booklamp in 2014,Booklamp,Apple,2014,25/07/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/25646acf0a46e7b6c1e97c7dbbfc5745,Apple Secretly Acquired “Pandora For Books” Startup BookLamp To Battle Amazon | TechCrunch,http://techcrunch.com/2014/07/25/apple-booklamp/
Apple acquired Burstly in 2014,Burstly,Apple,2014,21/02/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f87e499c90133f1032f0bbec1ade8f82,TestFlight Owner Burstly Acquired By Apple | TechCrunch,http://techcrunch.com/2014/02/21/rumor-testflight-owner-burstly-is-being-acquired-by-apple/
Apple acquired Chomp in 2012,Chomp,Apple,2012,23/02/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9359992bb9e2231c892703b63e44588f,"Apple Acquires Chomp, App Store Search And Discovery To Be Completely Revamped | TechCrunch",http://techcrunch.com/2012/02/23/apple-chomp/
Apple acquired Color Labs Inc. in 2012,Color Labs Inc.,Apple,2012,12/11/2012,"$7,000,000",Complete,"Cash, Stock",http://www.crunchbase.com/acquisition/03bf1c262d204e19791d13d69f72f934,Sources: Apple Paid $7 Million For Color Labs | TechCrunch,http://techcrunch.com/2012/11/19/sources-apple-paid-7-million-for-color-labs/
Apple acquired Concept.io in 2014,Concept.io,Apple,2014,28/07/2014,"$30,000,000",Pending,Undisclosed,http://www.crunchbase.com/acquisition/a9ca89b2e754ac44e89aef23693d53db,Apple To Buy Swell For $30 Million Per Report | TechCrunch,http://techcrunch.com/2014/07/28/apple-to-buy-swell-for-30-million-per-report/
Apple acquired Coral Software in 1989,Coral Software,Apple,1989,3/01/1989,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/28db11cb44aa6bc9990d4e97cbb3d431,Apple acquired Coral Software,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_Coral_Software_Corp-110260020
Apple acquired Cue in 2013,Cue,Apple,2013,4/10/2013,"$50,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/13b48c4ab04540f632021157c84911aa,Apple Buys Cue For Over $40M To Compete With Google Now | TechCrunch,http://techcrunch.com/2013/10/03/cue-acquired-for-over-40m-likely-by-apple-to-compete-with-google-now/
Apple acquired Emagic in 2002,Emagic,Apple,2002,1/07/2002,"$30,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/54b9ccd1dd240608465f1de451a6f910,Apple - Press Info - Apple Acquires Emagic,http://www.apple.com/pr/library/2002/07/01Apple-Acquires-Emagic.html
Apple acquired Embark in 2013,Embark,Apple,2013,22/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1151dd11c0f863d4fb819df8f2cb8c1c,Exclusive: Apple Buys (Another) Map App Embark,http://jessicalessin.com/2013/08/22/exclusive-apple-buys-another-map-app-embark/
Apple acquired Fingerworks in 2007,Fingerworks,Apple,2007,22/01/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f929f72286e6d97456926d21f87adbce,Digg - What the Internet is talking about right now,http://digg.com/
Apple acquired HopStop.com in 2013,HopStop.com,Apple,2013,19/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7162e444e0700d386c45975de737b2bc,Apple To Buy Transportation App HopStop — Mass Transit To Return To Apple Maps? | TechCrunch,http://techcrunch.com/2013/07/19/apple-reportedly-acquires-hopstop/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29
Apple acquired imsense in 2010,imsense,Apple,2010,1/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/243d16c07407ba27fa541891a5d37bc2,Apple acquired imsense,http://www.webpronews.com/topnews/2010/09/14/unconfirmed-apple-acquires-imsense
Apple acquired Intrinsity in 2010,Intrinsity,Apple,2010,27/04/2010,"$121,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/72f10792613d5a0e25c43d988fb49ef6,Apple acquired Intrinsity,http://www.nytimes.com/2010/04/28/technology/28apple.html
Apple acquired Lala in 2009,Lala,Apple,2009,5/12/2009,"$80,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/ded0bb4d68ded404062591d04fdf7bc1,Apple Has Acquired Lala | TechCrunch,http://techcrunch.com/2009/12/04/apple-acquires-lala/
Apple acquired Locationary in 2013,Locationary,Apple,2013,19/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a25dab3d0f59ac300db9a3b7ba54f061,FinSMEs | Apple Acquires Locationary,http://www.finsmes.com/2013/07/apple-acquires-locationary.html
Apple acquired LuxVue Technology in 2014,LuxVue Technology,Apple,2014,2/05/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/8c1a2b1f34b161a1aa2ac31cd20f9f6c,,
Apple acquired Matcha in 2013,Matcha,Apple,2013,13/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9617bc3e5667433bb5ad8453e670067e,Apple Acquired Matcha Because It Got The Recommendation Recipe Right | TechCrunch,http://techcrunch.com/2013/08/15/why-apple-acquired-matcha-tv/
Apple acquired Nashoba Systems in 1988,Nashoba Systems,Apple,1988,11/07/1988,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b69db9c5d16aa7e5d60c103b4293ae0b,Apple acquired Nashoba Systems,http://www.alacrastore.com/storecontent/Thomson_M&A/Claris_Corp_Apple_Computer_acquires_Nashoba_Systems_Inc-102005020
Apple acquired NetSelector in 2000,NetSelector,Apple,2000,7/01/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/16d7d05332c87ce2e0420d4a4e89ced8,Apple acquired NetSelector,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_NetSelector-959635020
Apple acquired Network Innovations in 1988,Network Innovations,Apple,1988,2/03/1988,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4f5a0a2c98ecc2de74c2f94a5fcebcf0,Apple acquired Network Innovations,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_Network_Innovations_Corp-21778020
Apple acquired NeXT Computer in 1997,NeXT Computer,Apple,1997,7/02/1997,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/73314edbea59cd9fe479c6a080d9205f,Apple acquired NeXT Computer,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_NeXT_Computer_Inc-617821020
Apple acquired NeXT in 1996,NeXT,Apple,1996,20/12/1996,"$400,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/67b546dfb2a9e5699d966c33ad8c13c3,Apple acquires Next Jobs - CNET News,http://news.cnet.com/Apple-acquires-Next-Jobs/2100-1001_3-256914.html
Apple acquired Nothing Real in 2002,Nothing Real,Apple,2002,7/02/2002,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/46a5e3f329091617ce97a0a8d39a4e4e,Apple buys Nothing Real | Macworld,http://www.macworld.com/article/1003382/nothingreal.html
Apple acquired Novauris in 2014,Novauris,Apple,2014,4/04/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e7797f897ce41a43453f5dc1b1dfb92f,Speech Recognition Pioneer Novauris Bought By Apple Team Now Works On Siri | TechCrunch,http://techcrunch.com/2014/04/03/speech-recognition-pioneer-novauris-bought-by-apple-team-now-works-on-siri/
Apple acquired Orion Network Systems in 1988,Orion Network Systems,Apple,1988,7/06/1988,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/101527aeb5922cd4f0306ec0bf411adb,Apple acquired Orion Network Systems,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_Orion_Network_Systems_Inc-24111020
Apple acquired PA Semi in 2008,PA Semi,Apple,2008,23/04/2008,"$278,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/98db9df32f17555e699d75d5a5e4e1aa,Apple acquired PA Semi,http://www.forbes.com/technology/2008/04/23/apple-buys-pasemi-tech-ebiz-cz_eb_0422apple.html
Apple acquired Particle in 2012,Particle,Apple,2012,18/10/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/436a76de437c5840dc246aa91ef2fe4d,Apple Acquires Web App Startup Particle Retains Several Developers To Work At Cupertino | TechCrunch,http://techcrunch.com/2012/10/17/apple-acquires-web-app-startup-particle-retains-several-developers-to-work-at-cupertino/
Apple acquired Passif Semiconductor in 2013,Passif Semiconductor,Apple,2013,1/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2184aa8b78487d39301fa102a09996e6,Apple Just Acquired A Company That Could Help Make The Chip For The iWatch,http://www.businessinsider.com/apple-acquires-passif-semiconductor-2013-8
Apple acquired Placebase in 2009,Placebase,Apple,2009,1/07/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9df8f9104a615eb9eb16c39086bae72a,Apple acquired Placebase,http://www.macrumors.com/2009/09/30/apple-acquired-mapping-company-placebase-in-july/
Apple acquired Polar Rose in 2010,Polar Rose,Apple,2010,20/09/2010,"$29,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d44778b7ef2f2e4e4e78919ad1e6892d,Updated: Looks Like Apple Bought Polar Rose For $29 million | TechCrunch,http://techcrunch.com/2010/09/20/looks-like-apple-bought-polar-rose-for-22-million/
Apple acquired Poly9 in 2010,Poly9,Apple,2010,1/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/18ebfb3841356852cdfca5a25db8ca65,Apple acquires online mapping company Poly9 - report,http://appleinsider.com/articles/10/07/14/apple_acquires_online_mapping_company_poly9_report.html
Apple acquired PowerSchool in 2001,PowerSchool,Apple,2001,13/03/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0099361774870f55d60b9e5c7dae665c,Apple - Press Info - Pearson to Acquire PowerSchool,http://www.apple.com/pr/library/2006/05/25Pearson-to-Acquire-PowerSchool.html
Apple acquired PrimeSense in 2013,PrimeSense,Apple,2013,18/07/2013,"$345,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9d83bbc5c714c248ae6b897b03f41102,Apple buys Israeli 3D sensor outfit PrimeSense for a reported $350M,http://gigaom.com/2013/11/25/apple-buys-israeli-3d-sensor-outfit-primesense-for-a-reported-350m/
Apple acquired Propel Software in 2002,Propel Software,Apple,2002,20/06/2002,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9406c5696ee4952f387bb6ecd76a50dc,Apple acquired Propel Software,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_Propel_Software_Corp-1329320020
Apple acquired Proximity in 2006,Proximity,Apple,2006,5/12/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/19e23a92e8e306228b9870d95c3bb5b4,Apple Acquires Proximity || The Mac Observer,http://www.macobserver.com/article/2006/12/05.2.shtml
Apple acquired Quattro Wireless in 2010,Quattro Wireless,Apple,2010,5/01/2010,"$275,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a049d1bb417d92831840cd4531019d6a,Quattro Wireless acquired by Apple - Boston Business Journal,http://www.bizjournals.com/boston/blog/mass-high-tech/2010/01/quattro-wireless-acquired-by-apple.html
Apple acquired Raycer Graphics in 1999,Raycer Graphics,Apple,1999,2/11/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/dde1e391192344b6ee6a3ee17fb2b16b,Apple to buy Raycer Graphics,http://www.tomshardware.co.uk/apple-to-buy-raycer-graphicsnews-1129.html
Apple acquired Silicon Color in 2006,Silicon Color,Apple,2006,16/10/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2f3fbf295fc59c5a12e3f2b698a74191,Apple acquires Silicon Color | Macworld,http://www.macworld.com/article/1053416/silicon.html
Apple acquired Siri in 2010,Siri,Apple,2010,28/04/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ac83b4679a1bb5338a59d766ba4f3174,Confirmed: Apple Buys Virtual Personal Assistant Startup Siri | TechCrunch,http://techcrunch.com/2010/04/28/apple-buys-virtual-personal-assistant-startup-siri/
Apple acquired SnappyLabs in 2014,SnappyLabs,Apple,2014,4/01/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/325a68892873e5e1a2c417ebde2dd55d,Apple Acquires Rapid-Fire Camera App Developer SnappyLabs [Update: Confirmed] | TechCrunch,http://techcrunch.com/2014/01/04/snappylabs/
Apple acquired Spotsetter in 2014,Spotsetter,Apple,2014,6/06/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/84e3333b2e116fb59fa30a03ee6494dc,Apple Acquires Spotsetter A Social Search Engine For Places | TechCrunch,http://techcrunch.com/2014/06/06/spotsetter-a-social-search-engine-for-places-acquired-by-apple/
Apple acquired Spruce Technologies in 2001,Spruce Technologies,Apple,2001,9/07/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ede44dac1a11861b59c1ef65f6e79892,Apple to buy Spruce Technologies | Macworld,http://www.macworld.com/article/1018351/spruce.html
Apple acquired Styleware in 1988,Styleware,Apple,1988,27/06/1988,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/775e890b7348ebc784e2664b2b202978,Apple acquired Styleware,http://www.alacrastore.com/storecontent/Thomson_M&A/Claris_Corp_Apple_Computer_acquires_Styleware_Inc-25405020
Apple acquired Topsy Labs in 2013,Topsy Labs,Apple,2013,2/12/2013,"$200,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0cca12b1838129cc936c838407dd1089,Apple Buys Topsy For Price Reportedly North Of $200M Could Use Social Signals To Bolster Siri App Store Relevance | TechCrunch,http://techcrunch.com/2013/12/02/apple-buys-topsy-for-a-reported-200m-could-use-social-signals-to-bolster-app-store-relevance/
Apple acquired WiFiSLAM in 2013,WiFiSLAM,Apple,2013,24/03/2013,"$20,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/78a020e6a3e10725ad38ca855d4e3b00,Apple Acquires Indoor GPS Startup WiFiSlam For $20M | TechCrunch,http://techcrunch.com/2013/03/24/apple-acquires-indoor-gps-startup-wifislam-for-20m/
Apple acquired Xemplar Education in 1999,Xemplar Education,Apple,1999,8/01/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0f871216280fa6d1b2923153dd9d237c,Apple acquired Xemplar Education,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_remaining_interest_in_Xemplar_Education_Ltd_from_Morgan_Stanley-836627040
Apple acquired Zayante in 2002,Zayante,Apple,2002,4/04/2002,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/03b320bb45791b4bfb8b78450ea91f79,,
BlackBerry acquired Alt-N Technologies in 2009,Alt-N Technologies,BlackBerry,2009,13/02/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c2af6b7024da50a6371b4b966da2bf21,Blackberry acquired Alt-N Technologies,http://www.alacrastore.com/storecontent/Thomson_M&A/Research_In_Motion_Ltd_acquires_Alt_N_Technologies_Ltd-2150901020
BlackBerry acquired Ascendent Systems in 2006,Ascendent Systems,BlackBerry,2006,10/03/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d15d672ede7522da304e2bf0b6f1277c,RIM Acquires Ascendent Systems - Press Releases,http://press.blackberry.com/press/2006/pressrelease-986.html
